name	mz	rt	D121	A122	A125	A126	A127	A128	B131	B132	B133	B134	B135	B136	C138	C139	C140	C157	C158	C159	C160	D202	D203	D205	A206	D207	D208	E211	E213	E214	E215	E216	H234	H235	H236	H237	H238	H239	H240
M281T221	281.0226869	220.763964		106846.2756	90965.03684	88028.51801	53348.39409	20988.10967	65830.33329	103933.5895	91522.87632	147663.8824	59677.54706	75566.08246	116733.3449	156760.1923	23590.82796		259484.1025	8510.388989	103986.1547	76873.06219		41145.88042		30198.31844	62086.21263	26960.4309	55870.536	185996.8363	79461.91341	64062.41796	87246.46158	41405.31229	31737.7286	102727.6772	82324.15836	9660.270938	
M281T112	281.0751627	111.913248	1291104.576		537158.8314	1870397.821	1679793.281	915476.3391	1571288.744	1605349.126	846812.7764		748322.9183	4220331.272	470283.1809	1915573.233		647314.3546	1153539.532	252620.5183	2137968.5	677988.1579		358983.3249	903821.0009	1640499.097		854997.2713	613915.6044	1613213.045	1803754.97	1492817.538	3885748.478	1171035.115	884325.2993	2021285.59	1901762.574	429068.851	331677.3968
M281T295	281.1383628	294.714726	1542039.371	2481488.637	1757389.533	4569123.952	3433406.615	1582629.068	3110073.013	4934403.228	1981348.133	2147203.738	1101810.011	3290893.55	1945954.306	3713286.996	1763473.576	779291.6738	3650738.83		3016724.116	2106715.447	1387193.078	1594467.073	2568933.117	2447756.304	1247558.386		822801.0687	4556850.132	2488527.553		2109365.959	1414469.936	1246641.43		2845661.267	554396.5281	
M281T244	281.1537661	243.566556	349257.7797	846560.294	442144.1573	343663.499		616830.9337	777108.827	412993.7931	3440729.519	768501.4893	493698.3283		421644.1078	121129.5128	168405.0127	266732.4435	510287.2949		225327.7024	924695.0154	786903.9565	582564.7283	433109.4821	858791.2105	836406.3365	894808.841	520772.023	437609.3264	733767.4471	725638.3103	138758.8434	783305.3653			1124799.923	394212.0113	225761.2761
M282T159	281.9961275	159.090282	43582.0953	56077.5698	79575.16584	24947.65367	34917.89404	91183.8722	46489.63887	30326.59715	99697.4239	76840.77095	97938.45646		77981.57663	59567.65994	89277.63394	97038.1209	33480.27616	78066.08612	62728.3696	110337.7845	64861.84057	68971.99837			89887.11237	20888.16452	36271.93535	43615.75271	19011.54194	29752.45692		47778.8801	84440.54586	30389.31448		89392.79755	41084.98827
M282T117	282.1918989	116.981952	42638.40107	144785.9035	61352.96907		180150.9287	92359.77805	365820.2703	135115.8657	324750.8467	40189.67419	23453.87431	37152.10626	103119.4828	140769.6756	59588.44818	29655.98479	177699.2398	43263.63711	173682.3721	39263.85831	19536.3645		21779.12102		125976.0001	292373.4996	19063.6197	170084.2429			40243.00917	174404.9654	51209.24607	130072.3877	139280.4662	3909.122022	12614.0696
M283T136	282.9781409	135.918834	34412.07348	17665.30252	45150.45181			82256.93221	151432.4152	37684.75962	110010.5245	26843.3279	36877.64604	71622.88052	73146.75373		60333.02325	61945.46641	81449.23948	37551.86087	151391.512	84678.69978	42538.26032	56821.23205	58531.50375	57821.16491	67724.87919	37202.49831	20866.6718	158998.9634	151256.686	70480.05254		19721.12741	103819.6911		27436.608	38130.55039	8627.329918
M283T146	283.11518	146.387862	27357.31258	204951.905	60855.91928	91705.6995	142414.6715		172878.5712	114471.1564	185235.1968	208580.5748	47217.3715		89333.73841	97287.19795	8373.213779	30854.51832	160125.0745	51222.89968		61712.01595	124326.9893	131476.1321	104422.7809	307470.6767	109062.4791	141391.7515		103896.6884	83193.2011	140193.9127	72443.01311	213884.3712	31007.83324	145616.4965	237298.1636	22384.12328	
M283T273	283.1910676	272.91951	1726452.439	2822285.395	2230573.261	6049240.654	7304743.573	2462495.313		5006202.013	4404821.936	3435705.581	1709871.25	7147686.671	2161117.59	4761026.554	1726822.955	580847.7924	3993833.3	1270765.127	4481896.493	3721128.717		1387396.77	3123665.569	4824604.452	3163255.328	1911843.404	1517853.289		3739059.624	2737782.501	2045484.34		1731768.245	2487912.114	3614738.705	876089.2294	
M284T48_2	284.0803561	47.6384199	326609.2549	1202709.896	220209.7084		459791.7701	657839.4778		794774.1483	474593.7699	362115.6758	774782.8415	317755.002	333933.714	376230.0892	1518963.116	774873.3738	198437.4455	713180.9309	369158.1027		427356.1071	265316.7638	527919.7234	735903.3932	342902.2464	546602.905		364110.7185	730528.1619	662338.5067	438541.5739	1465745.785	603636.029	200619.0432	515197.7242		1014913.691
M284T229	284.1248549	229.000398	112393.5354	203446.7686	100831.2702	177148.1467	299882.0148			235383.9564		186589.9959	95002.25619	313350.6132	80115.1987	257539.7558	69411.09183	61535.74743	181528.4165		248564.3106	110111.6073	127654.2248		194761.5812	244576.3314	148313.8215	186576.5617	54056.02341	164311.8771	193745.1685	172951.133	311225.9077	220010.9344	107272.96	229373.1188	274905.8733	37463.95618	14572.63127
M284T81	284.1440105	80.869158	130289.5649	168913.9857	34382.64346	67942.74356	180090.94	159704.5805	145366.6932	389375.7135	187507.1171	35357.5345	80371.53949	183279.2635	44606.11607	557168.1277		44119.73838	89661.16453		282442.6296	65904.89578	86374.73028		367161.5935		55148.27974	181245.5113	57111.85199	79885.94211	208460.0115	166104.4343	111638.5162	136344.5041	87863.77445	42184.42149		13511.61068	10689.31829
M285T294	285.1703693	294.30867	1017460.498		1200064.144	7259163.981	3849009.174		2762657.954	1948222.111	1805186.621	1453315.3	700854.6095	3128496.677	951486.9776	2447310.245	931162.0809	637863.4225	2214259.238	615614.3061	2363890.932	2016277.885	827802.0079	925947.7458	1691425.404	2075560.465		1284900.483	565649.9194	2439351.651	2084679.299	1724899.84	2048084.359	1683190.234	1014657.148		2429719.152		167623.9157
M285T300	285.189876	300.393903		315856.9105	200458.0138	704511.8222	1023085.452		632975.311	466923.0477	416157.578	210585.0545	114482.5186	547633.3757	213160.517	1187086.665	342076.9828	347226.097	705316.2492		635136.8486	541086.5502	243876.2805	275517.9035	317183.5528	352404.5586	288979.7892	201033.0856		442042.4269	351430.016	535721.8038	637979.5511	616238.3931	342330.6423	898392.0623	248730.2974	89270.91063	
M286T52	286.092726	52.3219044	4949932.897	7057615.178	6460399.974	12197876.7	18168028.4	5664462.43	11182397.91	8576984.476	10448277.1	9368362.873	5571174.178	19130230.5	5600253.077	11106991.54	5981988.692	5907575.957	11191378.84	5151999.835	14995194.31	8983408.622	6274006.652	3663449.55	6306883.119	17284104.97	6669915.17				10677089.63	8508576.384	4907032.659		5583718.543	13489749.72		3892454.429	1572517.139
M286T320	286.1138493	320.389284	148973.3864	193011.6222	205891.5973	755293.4872	1130849.592	106847.1166	1388930.591	538919.4779	440697.7679	421594.3302	63446.74881	1154239.499	280548.1011	826740.4612		186752.7371	745780.0067	61519.50803	941089.1061	463129.3167	183576.5604	91149.9385	245735.9567	515971.8499			69470.3489	651283.8742	401942.0918	409441.1416	1326655.832	308444.9621	224611.3998	1180047.014		40823.48031	
M287T178	286.9790488	178.292028	104993.798	143362.8265	44376.32774	11874.57804	15558.63636	13636.3552	46126.2959	37420.21664	124995.2806		108001.2881	31413.56663	93211.79525	102750.9473			173044.7719	43186.5035	189835.5484	105133.6331	157256.5572	76567.62308	43927.8595	78064.98794	79318.56249	32833.17723		125828.4583	107519.4728	242644.1407	101446.5292	103640.3813		113021.6226	24390.88661	4939.1969	8496.575199
M288T42	287.9370565	42.430305	436723.076	274844.1914	158903.9396	152075.4775	97039.44428	131897.3927	154938.501		120173.2559	121185.2818	157457.3494	156865.9122	75204.2787	126408.7471	208871.5243	158075.3435	163874.8268	228059.6403		244929.5602	180581.8693	163308.665	283308.8566	126138.9797	82845.29307	248423.2073	165226.3091		116040.6776		516089.5196	213977.8056		115016.4401	308949.6078	223582.4934	170252.0047
M288T95	288.1278107	94.980318	108458.8788	33459.77861	17613.11227	95376.44249	233456.1558	82110.79441	459690.899	198726.1856	132099.7382	175738.5661	20263.34708	280796.4646	60188.62544	216229.6925	60996.68747	10256.11495	129695.3877		376280.494	80315.29006	45154.71812	29498.61516	154328.2888	487613.171	63577.42938	227912.2164		302102.0187	158764.6069	49601.5008	40507.73343	26149.19288	76201.35331	149782.0057			
M289T45_1	288.7695118	45.3059661	109703.7074	344121.5316	494710.2198	176500.4276	115882.2942	241924.6724	615584.3716		375896.8461	385702.8478	116627.2722	68094.55834	227542.2781		249493.249	95929.74756	659384.1412	248989.2986		1229095.319	494965.7561	451181.807	1397669.411	211981.3646	170640.7279	61975.21555	1413843.249	179077.0424	1032765.768	170340.0059		217334.2119	440385.2396	101560.0575	48251.73894	949424.5805	
M289T224	289.049592	223.759206	146464.6522	206426.305	139486.1332	242600.5197	409822.1673	249347.6007	338767.8348	389131.4679	214764.1586	264669.2784	124091.954	409176.4764	163810.4815	280997.1097		92111.24308	267177.5072		290537.2169	101595.4736	108080.2922		308009.656	204653.865	145201.6253	276449.8026		162261.7541	294604.5618	289658.4361	590504.4502	219020.2853	98991.0345	217555.0281	499692.4857	46156.4055	
M289T257	289.068244	257.044539		276964.2706	213964.8983	276415.2833	704030.4898	256895.616	584205.2838	268473.4202	192359.0818	362497.8798	154022.4766	543487.3971	325697.8956	640870.1879		159105.816	337631.3515	153428.477	397896.4222	223684.8982	205556.0924		311857.0269	856613.7254	154886.4369	321920.666			297337.2873	348213.0064	285698.478	360000.6811	227600.7507	417631.9647	321468.8782	89669.34369	209080.529
M290T771_1	289.9084287	770.92734	41979.17214		38154.03885	54056.72571	47003.85185	53130.36753	64051.72638	36473.26963	55340.63648	54812.96388		43455.26373	46028.09661	36602.61371	60427.87127	43777.64141	45502.3976	29383.4716	21452.5994	52441.7432	48880.29589	49474.37906	54360.62686	46147.28291		53240.22535	45362.8475	14820.63577	43687.50249	31777.16775	16885.33832	31907.95087	47345.84925	24198.80649	24906.88439		
M290T242	290.0699439	241.636386	490647.0615	1374557.112			5139922.861	3009985.597	6103317.864	7204987.067	1189142.668	1546883.286	490918.3009	8580595.774		5294645.278		780551.4012	214490.5191	541984.4038	528191.5315	1004615.827	323206.9024		1502247.203	13072999.95	447600.3138	4616802.945	133486.5406	7431300.186	4705168.942	2592986.574	1529934.048	3591948.183	4700147.84	492473.5889	3981336.345	374457.9611	195205.4984
M290T299_1	290.1029138	298.72953		566741.7595	194721.4052		386838.5785	88972.09204	3016328.915	622099.739	498804.0016	339244.9269	80613.33782	261580.2394	127595.2845	323592.9756		1498768.979	300757.9584	157922.5322	326846.2404	1071167.18	210992.8415	193170.2039		836577.8286	542084.529	1141992.977		279470.4046	404104.6851	257658.6442	613144.8318	249136.7911	174487.0298	697840.8928	91714.53007	32140.59216	27674.9162
M290T288	290.1363148	288.352122	440757.794	389692.2345		438923.196	597418.1784	836220.005	492932.5018	570095.8914	515471.4129	405040.4095	123909.9557	332985.1916	268330.2817	261482.1116		183748.4286	254164.3656	230965.1259	464202.3245		273500.8145		336669.998	197548.4732	231141.226	946507.4535	136852.4212	311496.2748	439900.7687	462646.7533	336382.5994	770413.8236	510480.4007	178302.637		116653.1507	35225.28255
M290T270_1	290.1371539	270.46968	144162.9394	297060.8906	174584.337	143345.8145	125393.5934	177039.0805	221320.056	418600.5355	202047.85		143300.1167	1522480.91	205706.5474	307109.7305	181249.4734	136373.9118	202391.9664	101882.4521	98226.28126	333390.2724	269288.7908	192053.5615	295981.9567		127020.4763	187146.4867	170826.0309		185002.6316	374456.9214	220666.621	158474.0951	228695.2257	363573.0889	120592.6949		
M290T184	290.1799497	183.689334	236532.4055	225831.2668	62812.28299	244951.9741	935848.9693	296750.1606	519566.3369	386241.8025	241644.3074	302389.0532	51139.56434	1047125.863	35520.2224	499555.7861		126260.4575	794515.3389	53892.21669	233881.8437	43211.18465	19212.66085	14676.165	261378.7944	366908.0758	150378.0072			362067.1275	215899.3291	149128.1148		79150.65178		563731.061	468890.6092	30511.30367	20429.11769
M290T244	290.1901734	244.448118	201061.2956	281358.4915	122387.5917	196925.8465	561261.1512	171082.2763	456895.2204	721142.4664	321862.2635	500379.1757	133139.1305	737972.4023	136181.8916	765099.4975		230726.7296	147940.7682		371473.8428	190627.585	371971.2546		366115.5168	823791.7684		1348224.217	168396.6807	670460.8653	437271.68	314836.3711	308180.7955	371506.5202	404341.4487	557780.2176	879789.4914		108381.9769
M291T120	291.1277322	120.408042		34434.06867	35061.09092	227619.6347	94621.04579	119454.2912	188384.6391	165223.5613	46454.85031	57080.34193	46112.92447	256636.4984	49914.08033	224614.9397	8931.719267	20037.74424	80299.99239		146332.2546	10581.88143	23710.41885		190401.0563	97975.04025	14014.81887	119494.0402		16745.10103	78541.61058	75678.01754	311027.5289	222107.8235	107167.3328	73180.26366	313694.3956	15920.11257	
M291T299_2	291.1464022	298.77729	95562.22778	188207.7687	61845.56539	249490.2778	667083.6048	130385.9156	455140.2928	366570.0989	248523.5638	210793.0612	89499.33216	609232.5218	116206.4615	412979.6544	106872.9342		484810.2749	43612.28086	428866.2664		92911.5171	36962.01778	189129.8681	621023.6701	140511.4154	245760.502		343497.6273	325468.2039	202343.1984	159828.0644		161350.2871	476161.6461	497956.4622	49811.87012	
M291T253	291.1547057	253.19772	73163.46386	130129.57		150699.0053	144368.0703	92765.11581	172222.9156	236409.9189	193197.231	164209.4156	118238.4533	274267.9859		283401.5506	127435.2374		82463.0389	119338.3162		130583.4781	40771.13031	32410.14462	66868.39136	178185.6588	101867.6914	261972.5107	39678.90457	308217.2362	284538.478	320639.1481	286760.9385	391496.6317	109980.8109	228036.381	375451.5262	123225.9349	
M292T258	292.0813797	258.330708	156550.0893	118516.8987	187706.0887			329886.3108	252494.3008			150794.9623	189614.0187	507643.9921	311596.2838	319503.8672	219585.9692	149931.5158	173069.2866	165513.0035	217064.8347	212013.4032	186887.1256	130395.1547	222181.9003	199559.8996	324582.5513	224709.9483	77283.53323		416281.0514	177526.899	276763.9234	353831.7765	187700.8827	520060.4026	221591.2108	113465.91	39870.67684
M292T73	292.1873153	72.574566	102434.674	284103.9307	345487.6722	156712.7224		462804.0086	436541.5815	188712.0669	647811.4161	612290.4061	402536.6102	381801.0976	445609.4835	374482.6448	345813.978	562905.428		329165.5784	486324.5595	272948.3786	388128.0427	238288.2627	312366.5182		327762.8482	696159.0911	361127.5349	676920.1136	382454.1952	253148.1914		183341.5591	218635.8092	295120.7703		210982.3118	88038.011
M292T43_3	292.4366308	43.0072065	103027.6175		1314114.338	149221.0862	369552.5184	259335.9317		296484.4403	372147.0615	213268.2952	546706.8216		720677.4724		765268.131	565118.0819	398627.8976	882518.8801	964991.5042	197985.012	929878.7662	188321.2228		1414790.527	1073722.308	654109.6699	892587.1914	1244586.128	566549.6246	978208.5876	41124.20787	1587207.433	921220.936	745035.5646	853226.8245	1418167.83	540776.4215
M293T231	293.0451822	231.001398	310040.2353	337122.1618	413468.2356	207072.73	127104.023	454160.6168		248418.3171	294728.8831	252729.9055	314413.6804		535625.0317	141247.1939	431660.246	560217.4325	242792.3745	543879.2679		509434.8215	417450.5064	465177.5628	303459.4609		434278.4954	145757.0502	538934.7709	218668.3194		364613.029	237319.2345	160484.342	388187.7346	141756.1671	231246.8021	529950.7863	498533.5304
M293T259	293.1003778	258.974127	409155.9766	424748.7444	537036.3199			439021.4007	445576.0159	315744.0559	759373.55	434148.7973	756319.016	401447.0931	538701.6557	439828.8632	631709.8882	611920.7079	398865.9413	855939.8784	588752.5276	640634.6423	544389.0838	471988.5138		424413.8837	661592.8296	433717.4818	333390.2242	297266.7679	513203.7449	417281.3535		401358.0717	522365.9424	249154.3785		661368.9738	420572.738
M293T149	293.1350212	149.388222		91604.35583	312896.0015	213581.5266		33377.63354	222851.8122	115186.563	494652.5101	389073.6866	207664.1296	342567.8051	649330.0727	340284.2905	395490.4874	14863.87639	209444.8029	381067.789	224714.1536	109089.7552	128497.3851	159030.9827		1451931.341	94739.75585	86546.37011	1498220.02	575169.4494		771183.8639	107436.0028	185687.4287	156671.5186	706722.8818	1220557.41	78719.18468	
M293T274	293.1694466	274.125486	1046409.238	164210.6356		323889.5325	531141.2232	166142.8888	248130.9682		192741.332	157649.0999	359498.5708	453977.567	323109.8106	428638.0317	292135.9747	578786.1773			256857.8365	274197.6713	371875.2816	257418.8991	735527.5246	585589.8457	315347.4482	269748.362	477635.6237		560302.1783	294132.3362	306388.5458	123988.7945	509157.7382	323233.237	187364.1222	422602.3631	573829.137
M293T273_3	293.1964899	272.896596		560085.9627	209844.2395		1867497.854	904989.7249	1869667.965	1170202.766	612001.7335	549062.9894	163058.3833	704739.0631	170987.3101	881838.8881		569969.4855		170773.3053	1053922.759	663450.4314	312397.903	166189.8886	635567.4278	1098559.941	611870.7859	546988.6289	98440.33373		728143.4233	586526.7401	527983.4796	406174.4185	325763.6005	770164.433	324770.9216	100936.5013	51207.88148
M293T43_2	293.271117	42.9030156	68867.90272	78251.99451	349451.1926	134588.909	537547.8232	276981.7808		429318.064	458679.3413	347449.3563	198548.073	132270.0623	560591.6699		416282.2385	276074.5623	444422.0014	306167.7087	412416.4086	202913.7777	383625.4295	169316.6689		738202.24	419465.6675	435114.6217	320922.1052	676660.1448	388717.7629	468508.3385		660947.2346	482556.5255	403030.133	597989.8914	209234.9548	
M294T237	294.1013371	237.231252	570462.2392	462152.9416	358401.8459	1292389.557	908424.591	448659.8112	828788.561	1097835.538	567925.396	331312.3317	379487.2725	1142800.807	333163.5868	790562.7697	279459.1743			132140.4719	825396.3202	261381.7875	351185.339		749455.4478	930386.2711		536968.1719	119106.0068	566094.2351	833284.026	599751.05	1008210.771	576893.8116	499564.5357	615564.4619	839677.2025	85441.707	
