name	mz	rt	D121	A122	A125	A126	A127	A128	B131	B132	B133	B134	B135	B136	C138	C139	C140	C157	C158	C159	C160	D202	D203	D205	A206	D207	D208	E211	E213	E214	E215	E216	H234	H235	H236	H237	H238	H239	H240
M260T62	260.1133136	62.473698	596454.8859	568791.7921	299157.0587	1066003.333	1442336.177	369794.3782	174212.0551	750306.4359	502224.8507	551278.9063	610793.6069		151615.5842	1071478.566	688433.9651	57042.91844	239340.7039	581007.4708	1439115.684	458403.4441	99126.44379		716038.084	490667.9264	603778.0024	1458427.184			1186863.795	164980.4399		1057520.182	113556.7558	791799.2543	2367404.771	116863.7738	132231.8448
M260T293	260.1943345	293.235816			510126.1795	749385.0438	1395789.706	496602.8364		839779.4614	682641.6598	673521.1101	363061.1178		435610.8993	1100803.537	531371.116	258008.0107	688623.8052	231461.4896	1243402.647	619638.7377	293052.0238	150936.8538	553886.388	2105658.379	439701.1069	361725.1307	111597.7533	516279.7954	1107708.279	876814.8248	969659.3685	692001.1272	637470.4499	2160415.127		177508.3698	114779.3077
M260T285	260.194415	285.357414	626304.3875	1046028.593	967556.2363		1744534.979	1080275.948	1979531.109	1253220.368	672388.4105		440274.6323	2218042.751	558614.4744	912539.0854	482880.4228	537908.4318	1040605.995	354096.5075	2505920.769	802083.5233	257700.6388	130559.1052	868065.9425	3780666.261	736094.1929	712118.6827	34398.31853	475400.9907	2083155.419		1672661.314	846269.4428	723631.0289	3203367.521			160391.0839
M261T46_1	260.7616102	45.573393		517206.8281	165992.6678	229388.4614	625329.2209	979039.1627	1561210.566	1103846.325	507695.8722	420612.0264	222753.5187		2414351.868	338104.2379	4050900.91	379513.5778	787719.2026	860972.0002	354973.2166	423727.7638	101165.6705	2159221.825	582057.1447	2283295.475	746335.8554	244633.4861	360374.3976	1531022.279	664699.1852	261561.322		4273885.59		138958.9614	1257328.613	1319920.215	
M261T330	261.110433	329.751714	384335.1918	337733.0798	528164.549	615714.574	317289.8911	409733.0375	318919.6874		397997.5838	429901.1397	438962.0369		349256.1776	345166.8376	453876.8517	411526.9285	275865.7776	404406.7344	250177.363	348705.3543	382836.3842	387040.2039	383137.8995	213630.8743	337818.8548	404263.0374	446241.7269	336459.0333	336689.3568	357435.6503		264675.0148	393551.1509			424588.4123	551991.0408
M261T305	261.1491847	305.005593	462247.8053	151397.7145		428200.1485				382261.3987	379677.4851	391247.8991		893579.2627	525680.8203	1428626.097	324987.1318	134471.7093	1722448.277	153198.7656	1233616.493	1287193.792	934456.3814	370524.9252	192864.052	2386990.85	383316.9473	1143825.862	1201589.573	2389073.299	8660461.302	8120664.308	43289080.82	22915210.73	16509611.53	7157985.351	90576646.72	2459604.135	193529.9736
M261T258	261.1704143	257.981304	284542.9527		386585.8359	1002039.848	1124692.031	500027.7351	1072050.578	932789.2292	329312.2285	618915.6623	553802.8611	850743.3423	330198.137	739494.9192	385544.7338	266857.1663	574309.1785	202091.5561	748006.8071	520091.4697	304248.7712	418068.0313	474825.4105		152226.1769	381367.4613		419950.6578	535847.2598	740816.5033	494282.673		399387.9221		765984.512	123033.9526	52144.35946
M262T779	261.8950363	779.04096		209897.3481	155029.5254		120277.718	176198.0662	111464.2077	147432.2819	161722.2553	607736.4001	270606.102		281102.2396	226511.7144		313735.5795	386895.3295	118985.6187	284616.2435	142264.2885	365873.8509	108967.6675	79842.8775	107135.6989	99375.17554	166229.7966	384908.0578	543952.3296	88195.21791	228688.8539	230930.0069	149457.7076	76616.24045	230232.209	233437.7212		142910.4188
M262T63	262.0750662	62.890401	541745.8223	452350.5774	183517.5467	631904.9461	740757.3042	195914.9708		579157.5491		265281.7777	469329.423	611332.051	302957.1598	701868.0333	422928.3887			225475.9518	403119.403	254327.707	281457.0782	142970.2182	643498.494	416516.6029	111017.2534	466642.2722	212942.2093	290869.6646	480461.9243	617027.3031	599700.4761	468286.259		1045110.51	361256.223	159134.1955	93450.36676
M262T47_2	262.1403866	46.779507	132553.5127	211760.2013	132106.3415		280929.39	183026.0661	74614.06572	234696.9157	115671.9951	93971.39047		277079.2702	160709.6692	274119.6066	229527.9628	251070.6623	94296.72263	172348.5691		157843.2695	215855.7664	80453.84304	145392.2985		168937.004	332624.6648	51419.92549	135281.7476	281039.2757		259053.1568	543431.2841	513911.1093	73244.16396	348769.5042	103076.4579	267543.9741
M263T46	262.758858	45.6258477		608500.1001	207398.5902	271109.025	696180.4944	1223878.228	1785985.662	1272155.746	644384.5909	492238.5798	287976.732		2900457.029	416904.8867	4869149.052	428717.3802	1008761.807	1164962.694	437606.9179	568160.2847	133957.8374	2551758.774	763019.9287	2664984.791	874275.9563	347757.1978	358150.0648	1783328.791	784566.9531	381719.9649		5049710.476		169205.1828	1410895.305	1573414.892	
M263T272	263.0525165	272.367804	113057.1622	239712.3964			687958.8953	426461.0503	1294062.576	324399.6891	907529.6048	315382.0644	188640.4601	489914.3262	298557.2017	401720.4495	249290.8863		328643.4221	285204.2728	185829.5603	656163.8201	292931.8896	77697.77261	467366.5561	1961508.202	291426.3299	813110.2672	67794.69198	408385.4246	835811.5253	319346.9611		231542.2056	67965.5852	151076.2537	184160.9102	44024.26469	
M263T180	263.0558281	179.808456	191005.8087		117709.7429	343908.9051	342962.6756	129196.1535	350631.6316	290677.5814	173578.1447	107172.4139	81732.95241	433389.3262		189300.1764	98884.20156	14978.23949	222705.1233	51161.9455	110090.6772	88609.24395		58505.09833	232660.8314	275456.3487	83831.09916	241867.7989	14530.78939	66773.67021	141445.9805		205049.0505	146910.9319	121160.1906	197998.7105	245615.4743	99558.13463	
M263T263	263.0895414	263.469987	1601313.91	3840557.738	2302878.628	2390935.216	3496057.471		3358263.799	3041035.756	4838242.831	2683207.976	5876678.349	4310343.077	2214485.868	5334425.478	3416666.336	4487456.14	3943499.177	1504093.175	4965429.93	2460707.832	4510812.438	1514269.234	5245637.353	1709992.8	4653314.117	2331495.177	4679308.232	3259097.853	2545781.408	2309028.555			3960162.192			1880035.528	1430153.993
M263T222	263.0968814	221.630082	415321.5547	627010.3031	378502.044	1040697.853	1506415.583	508698.2994	1109267.775		680939.3082	590073.3824	287580.4926	1560803.409		1141438.026	379668.9416	382754.0602		213066.2028	1271020.833	433346.8029	324629.9693	168837.0616	953358.286	1514205.316		742086.111	335657.9461	921629.4268	1269687.399	986938.7913	1130581.423	1142885.058	440592.8856	1437115.021	1405429.056		104828.3932
M263T298_2	263.175869	297.506496	70419.0429	74392.93624	103091.95	396545.8855	217835.02	127441.0484	371685.9831	215759.5155	170316.8107	198040.8413	64256.50932	270878.4978	113656.3535	349796.3677	83354.79263	38128.33272	294105.5961		276324.7189	230218.971	150779.9206	105284.5466	249705.0917	342418.9327		87238.94467	52973.21581	231174.5065	273405.4014	321871.6559		114870.7725		131574.0786	175594.7587	28849.23591	
M263T106	263.1800092	105.6336		240975.9217	249659.0765		321929.2649	199794.2055	294883.2805		243848.3712	744662.7553	291827.0711	321724.1148	409644.6253	554904.6644	195172.0089	399086.7496	545380.3797	344348.4461	476255.5779	154227.5669	159119.9521	210638.1175		952496.0466	230344.3593	771653.1797	41719.80944	475226.1515	481404.0687	328780.2558	238216.1578	1180732.04	138279.3664	468955.438	451959.6324	123496.0912	
M265T46_1	264.7562258	45.5943153		307586.7178	79511.53036	104744.3505	382157.3393	555636.5726	849032.469	671857.0956	255049.4534	204823.2043	121378.4159		1419932.512	149348.3529	2309057.895	183693.0616	453901.2449	510793.6024	155545.3211	271759.4914	66394.78156	1186181.126	340963.8927	1262833.967	417952.5482	157222.7737	157652.7295	827040.4371	333314.0692	174156.0893		2383223.712		85952.64172	733606.3333	739705.4995	
M265T230	265.11666	229.535154		89182.35604	92440.13594	55162.30679	128910.4994	114308.8237	209634.5231	93245.41972	159667.7308	84131.70735	70331.59834		205049.7973	122921.8561	190116.0445	37259.08502	144835.8735	20841.81308	163740.0688	85273.45431	130262.3789		142981.0619	193872.0504	57573.67683	237312.2844	48302.64421	138092.1463	157971.037	111184.929		43486.27047	92492.19567	182022.4717	83742.14238	30816.39256	
M266T303	266.0769915	303.42594	46623.83638	90675.84494	84505.79205	50308.39459	98996.78197	65312.33192	43761.09225	54063.61963	102336.77	36700.38984	22824.12667	30211.34888	88260.84495	43541.85197	68141.2905	69419.563	63879.05218	53320.17721	115212.9096	108516.947	63940.9454	23373.77734	33479.96731		105889.8177	110876.3429	34956.7989	29953.64997	43201.55045	27603.66229		29971.16831				31177.48401	19848.37097
M266T143	266.1504517	143.429964		39024.54358	148970.0498	123343.1435	419834.9833	285769.6379	493037.7551	125571.9822	173914.6372	310631.2165	45866.49625	328876.3976	143717.0085	372626.1595	98914.78955	65219.07045	355859.4052	22350.02935	310116.1673		113456.6183	10122.59524	150851.246	344942.6307	64906.58096	220277.9927	89439.89883	484444.976	300125.4119	99020.67758		88949.99287	103519.5122	424087.9059		44792.29732	
M267T254	267.0847633	253.731708	124664.2519	492924.1266	212782.8313	385449.639		707071.8014	1038417.293	809067.7625	698798.2928	398380.2384	307539.5135		679553.3922	850019.4735	192123.8019	251052.1968	375213.4413	279061.9919	330068.2779	213455.5797	188072.8315	151968.7516	595560.6093		275621.9344	412409.7612	159219.954	304784.9101		214507.0472	111155.9172	220472.0905	117001.4675	191916.7955	482463.3161	68019.18202	
M267T265	267.1062119	265.2663	2350105.081	2890234.336	30057519.37	19558140.81	10639098.99	3284419.049	4245389.312	6228166.074	4907562.778	7861547.397	4774975.663	10356977.33	17393442.88	10398910.13	6187267.605	1595694.341	16906360.07	6707647.211	6112389.546	6891135.289	3663723.703	17511684.01	2648625.006	12630919.55			1249527.78	5371626.016	6151637.126	4617966.918	3361935.321			7177858.159	12641980.23	2464407.903	
M267T283	267.1475185	283.2066	176784.4729	166620.5662	299327.4783	266778.3935		152820.4468	91862.70382	288322.8254	217301.8824	69729.59273	202212.3417	215866.2012	201757.8621	243947.3228	162447.5474	171066.107	316851.2953	234816.5758	239135.4697	293251.5874	275062.4223	267848.3447	203048.9694		231707.6924	144151.6081	144695.0965	150115.1154		239752.2129		102035.0319	182054.4098	86858.35585		169988.368	54661.94084
M267T233	267.1538464	232.664352		92284.69719	102564.6567	158693.6067	226979.5142	166832.7326	98517.86635	176590.426	156854.3695	218230.4885	93860.80434	306917.5224	108546.9465	234497.7792	106801.0441	67039.04241	200336.3059	40009.80931	379017.9693	38336.37412	51694.89433	29738.5648	112645.4645	363059.5728	43654.10005	166059.4351	19504.36996	236533.6595	129937.5412	118177.168			67553.61292	152505.1654	125453.5794		
M267T315_1	267.176735	315.470757	95731.82021	25925.5735	150696.5808	58607.35479		35219.38974	82998.82539	239465.2174	90100.50228	75237.09518	72340.95131	99403.20542	76175.40036			38629.32734	41490.84161	101441.2474	32709.21587	95072.27099	116709.4287	33266.29322	59219.32557	34886.59807	87231.25924	71439.5737	85991.74147	29437.35042	57696.79284	132338.27		85221.58059	117307.2047	57465.36569		43233.47844	83884.49539
M268T127	267.9884786	126.931356	166234.1211	174739.8005			92571.57602	147188.3121		75319.87249	97793.37984	164045.2298	122435.0619	19576.94641	169686.5651	117164.3865	54790.95049	274642.3911	91857.88678	143635.9006	266193.3833		150412.9097		113741.2904	71247.71211	143321.6556	99000.10514	202765.9204	199705.165	11063.7789	206238.149	194172.3092	235045.6354	57204.41221	69343.87983	59933.95199	66377.23456	51669.21708
M268T165	268.0293971	165.033822		53569.34132	47333.68499	14751.55782	167443.9571	78618.82299	221698.2713	159260.3293	80013.5677	56339.63509	37845.61742	103060.2053	51620.69786	148362.4653	32681.56621	29450.28678	81724.68523	22148.56427	231086.6675	17191.22718	32685.17425		31708.56567	45403.20146	94057.23617	108985.7076		13637.48899	156927.1298	33834.43493	158817.1269	33521.17621	59312.76466	76915.62554	82284.66747		
M268T84	268.0294189	83.785218	126443.2789		84839.91425	120774.1997	175203.0747	260516.5448	217961.829		43207.00814	477822.4359	49434.59474	457101.9172	151516.7973	230151.0966	670107.9518	26136.60457	282627.4865	12595.96494	247642.9554	93482.11288	82617.05188	48252.96842	122234.22	75649.04298	31331.96773	45882.07255		143423.3025	611278.2062	89735.28269	178620.2355	92941.56389	158181.508	238780.8148	1532218.644		
M268T74	268.1046987	74.393946	5377554.593	4554581.409	2726106.517	2934756.844	7319140.674	5367653.812	963087.1556	8282928.086	12517826.31	627586.3877	1074195.607	8379467.94	720389.5585	8997118.985	865102.6736	7507334.013	4760616.695	8876612.965		3445425.419		3171988.496		23172281.84	6094256.829	717924.8512	6021186.373		7499470.219	8983258.763		7420643.534	7799265.404	11381919.17	15178080.13	6962727.147	2033026.146
M269T162	269.0225497	162.33402	117633.5536	367242.4852		269821.0044	576585.4726	331710.5488	275532.202	550498.9024	475271.2015	506770.2464	1111982.552			293102.622		307442.7629	1105938.662	151339.3432	300664.2884	161471.6844	302872.6411		306772.5003	297323.0553	284617.4198	372092.5793	828359.9219	327028.143	1592392.234	2663017.234	1911634.629	566852.6376	131689.8546	654353.3672	844937.3804	73368.87374	85693.22737
M269T119	269.0661834	119.073048	57567.90404	131222.9662	142224.6019	395060.7198	486492.6543	446834.5542	774628.558	168533.7747	454976.1083	333452.594		271522.1566	116025.7418	252683.3253	204664.0344		472208.1207	24583.8121	59669.33462	195674.2536	71856.53962	62097.80102	225183.7516		124270.9091	325597.2674	56470.11337	336861.6882	210780.5413	116909.4069	56482.75939	310741.4202	161524.826	546057.9199	457369.0911		
M269T167	269.1502138	166.71315	191885.7128		134964.3782	281333.8529	598202.8913	176102.2566	279582.5626	240469.1478	116898.8496	345410.6851	175702.2578	783727.0552	95214.47301	276356.3262	117322.7393	118454.1454	398806.9861	34530.27101	631507.13	40943.79816	92188.94381	38142.19636	175155.9164	527762.3075	29389.0463	128281.1723	59498.97045	378443.5101	286164.6659	201393.5141		52473.82907	66838.26267	367772.8137			
M271T229	271.1161783	228.980862	135996.1017	142855.5846	151726.7347	225616.6488	233976.231	130125.4694	256366.666	245044.208	216853.1275	160321.9716		216214.5259	147245.7846	286386.6201	117469.7298		233407.7548		243778.2894	204024.5636	176419.3512		171879.4495	275533.2959	132043.6443	149573.959	89551.19211	183103.0045	189450.8661	163636.8592	187564.1608	763598.961	125579.2037	373914.9344	460555.0924	106022.3924	
M271T232	271.129516	232.35024	654276.1777	1368365.55	1103823.162	1860995.621	2151856.136	1221314.671	2032352.019	2101213.677				1771285.902	1131124.18	2184336.846	965640.7221	488784.9149	1468071.718	602909.1943	2236561.638	744027.298	669731.2636	466374.7434	1500740.497	2311662.135	850537.0259	1709424.695		1605800.461	1385666.547	1199285.966	1630895.048	1262209.132	883040.867	1653240.105	848239.0506	416007.2353	
M271T143	271.1405944	143.141406	238981.3839	147869.068	170492.4169	571323.5168	329377.6107	174276.7446	274162.1246	310945.9311	92879.99354	252164.0347	129625.1741	731029.1648	41122.22534	293521.4997		51766.8498	401173.4362	38585.39929	402199.6732		87772.47475	80751.49937	335277.4916	479843.0442	37400.52151	103011.605		136240.9246	201894.7996	276283.7004	455983.0904	161350.5512	53526.39701	353041.9831	554648.4751		
M271T249	271.1659276	249.235902			1066434.687	1329617.327	1215812.785	728562.5521			702099.032	1224220.602	1221477.324	1470996.923	1024843.032	1144696.775	2341676.688	594159.719	1059785.035	729897.0392	1258432.982	998747.6156	865603.3777	1028398.543	1199921.479	1603403.512	774147.7961	685942.0688	404007.5397	1231317.062	1424329.323	1443262.753	1454086.723	1093042.859	426286.3527	2892340.197	2392281.303	822032.6553	
M271T402	271.2749989	402.377346	24085.28853	13757.2388	20025.26785	19405.68142	13633.98289		16954.32769	14032.03435	17470.01432	27496.18783	25072.37441		24416.02214	22483.91984	12318.57326	18419.49795		17327.45625	18713.60382	18425.25154	22604.88279	26187.61017	15967.60944		10034.09778	11579.19862	24351.41902	12065.80993	10716.18319	23466.14222	18280.96327	18396.70069	15342.77765		17586.50194	22582.21767	19224.19835
M272T834	271.9171113	833.64546	2705515.186	911837.2878	1817973.98	5003364.927	2845614.129			2371164.132	1761393.4	2936713.675	1394945.145	1013727.833	1495190.528	2107841.995	4509372.798	1372812.403	1927095.122	1119698.866	815865.1945	246169.0548	1051005.301	1911575.927			1379518.778	2356708.229	1336019.757	837806.8853		760415.1455	1282324.252	1621078.222	2983090.929	940354.5023	1230986.224	2316055.649	2304260.723
M272T43	271.9723443	42.6161169	184932.9872	221318.6927		817037.0103	604132.5866	635842.2664	1303786.637	629177.4458	464735.1371	538852.9214	229862.0544	677842.7876	206395.5786	716122.7147	370565.1304	57450.37953	220413.2776	43723.69066	170156.4881			476958.4792	517448.0801	46612.96193		564809.9971	143802.2678	407288.0256	310253.4356	204251.076		224053.615	194445.1244	71397.13802	236053.1519	34199.96411	47342.45424
M272T89	272.1134801	88.879008		435087.3338	176247.8228	579821.1855	1538674.958	789484.6215	1193408.769	666938.7415	473807.2892	740730.8387	256156.4891	1330894.066	265388.5177	1022356.898	230606.0424	157027.0698	574490.3652		218954.4345	292383.5786	167548.6875	133990.2773	580570.3205	1605494.266	119444.1887	913390.2785		1105778.966	624253.3697	141324.4856		181449.8246	349263.4544	527548.121	1466848.069	158145.2587	
M272T63_2	272.1354662	62.907162	151232.1994	183107.4621	268124.5613	258175.7757	326409.8756	189419.8672	181776.4829	210348.8106	232248.1698	298343.1506	151066.6587	247420.1377		274923.5178		93500.9672	305019.4187	85218.04995	229050.7992	105329.2689	156135.5901		242610.2381		202786.8674	268502.4126	123407.0304		225028.3601	229350.9047	281243.9788	272982.7054	84176.68797	380645.4371	316959.2083	118171.4345	64833.08803
M272T288	272.1651568	287.647668	107450.7502	82296.72286	57287.594	352876.994	377388.5095	149020.8311	372645.4626	144351.3639	118428.7868	82725.35455	33331.09243	330748.8146	36640.01026	174340.2524	151327.8854	31348.77316	154815.6268	51446.42775	204148.0674	91844.51047	47432.23631		143696.9019	293812.0562	64001.06798	66643.85891		97405.66424	359407.8685	77554.81815		90925.15764	155103.6121	325973.8554		32528.49349	
M273T292	273.1355204	292.424136	108207.0002	181735.7544	59154.30057	356606.6626	727185.8319	290269.3501	423289.1818	768720.5015	163530.4994	136525.9037	75839.28592	472698.6188	145948.1136	379925.9937		75994.36617	321807.0268	46747.63906	371681.5394	135625.3047	84330.02814	14405.83396	467938.4615	391721.3455	116804.6158	132077.0328	35903.03266	150787.0134	255026.4068	269800.4061	79907.32916				142527.1146	19865.61114	
M273T280_2	273.1602249	279.958266		385202.8958	285095.5008	512551.9417	1174873.03	474862.3016	995985.7491	932450.1968	593572.9864	453825.8683	283648.6662	1270519.786	430996.1569	1068259.171	220147.971	200960.5834	916430.216		880461.0236	528428.2398		373865.0502	241420.4386	1365473.176	411482.3793	606444.5858	78655.17177	837572.2711	1002218.162	356303.172	230135.7112	418548.5537	409131.8184	488812.2855		152454.7545	
M273T302	273.258348	302.065158	31585.22591	74065.47285	42310.42618	142940.9394	145255.9618	56370.48777	173891.7875	28377.45621	195884.8412	134174.6495	32203.9122	196910.2689	42017.52093	154416.6889	43148.45128	34954.6448	154403.3202	45454.13568	142693.2546	81707.40732	39323.02041			603447.9319	25045.94847	56988.76872		126188.2761	238303.4382	76709.91454	75745.58501	156638.5413	48234.57593	366334.2022		22126.67207	
M274T59	274.0926928	59.314443	1605301.17	901584.4614	304961.2111	1352175.967	2320595.614	2004072.94	1006100.1		2778343.786	3143893.397		3561701.529	1543530.289	2573485.594	2247300.101	1152792.558	1365777.918	2060671.319	2180851.275	1911391.854	1721287.602		1909369.812	3118758.397	1813570.403		611199.1393	3085743.115	2488582.176	1550271.681	1839781.511		2862760.496	3472735.665	2249404.559	969184.6244	416977.9237
M274T69	274.1040369	68.949234	591736.7984	891041.7665	597705.1387	1634598.675	1683869.687	451984.912	972215.911	1021998.124	897209.7631	1046936.48	444412.6309	1675200.385		1323349.171	137646.2271	360506.241	1306529.288		1548479.407			258167.9223	913833.5654	1293472.737	187622.03	1090783.278	418495.1975	862231.7608	1036577.83	875861.0985	1331102.801	1136994.276	568458.7503	1868541.987	1554940.597		41403.5025
M274T280	274.1655788	279.735411	2203747.699	2623422.841		8349043.924	14726926.48		6447029.095	6749115.284	5507818.054		2382828.638	8986503.377	5328707.342	7066394.711	5347424.858	1729438.675	6042937.386	1650512.052	7528294.216		2148518.713	3741130.581	3458017.018	14412236.59	4878137.022	3462300.245	1404355.292	3201513.273	5179058.096	4180516.101		5378180.885	4224411.399	11297322.01	6557519.449	2540789.584	814419.8574
M274T309	274.1735077	308.725005	911375.5647		493110.34	1706102.556	1571103.677	391875.2671		1207174.304	955035.835	1787720.265	444052.8232	2126894.697	635396.7456	1451753.718	1167831.539		1667097.469	193637.4754	1143291.576		628733.3772	1225738.06	1581058.242	1511298.542		255708.0828	334282.5204	1182586.456	2457084.665	1686014.487	4613578.923	1390621.9	1442596.176	2250007.19	4715534.494	207351.7197	95747.91009
M274T302	274.201966	301.944912	2511033.437		1584181.468	6869847.946	12188392.97	1531749.565	7536761.111	2988332.7	2870129.57	2705466.224	765663.4316	3546364.639	2016664.351	4399597.71		1350888.573	2861892.49		5069133.521	2411893.237	1733514.083	1578581.008		2885367.947	2925088.611	1288908.916	1474376.43	3966619.487	2471607.28	2149187.067	4203533.433	2281256.928	1977058.351	3978381.258	4916163.407		394640.5984
M275T137	275.0702628	137.104416	37035.03268	62783.33374	76058.54477		242836.8098	85988.15561	192066.3728	114753.9052	165622.5735	122749.0671	90660.43475	330867.8607	74352.74511		56798.7857		152493.5707	37277.93832	221183.1967	74096.22587	62401.97693	46340.96335	75672.34429	388042.7022	72425.21585	153625.0673	22259.71734	181844.2404	169350.2873	86591.43554	86800.35218	118098.1403	97655.9736	196634.7334	103675.1769		
M275T85	275.1107925	85.019154	31668.68924	36391.87297	231592.6304	286279.8688	223302.5951	277393.4853	159647.3388		261892.8701	237164.7633	232750.8566		126778.633		61606.4398	180451.7931	179294.4356	88616.12858	226969.866	169511.2545	183585.6967	62139.89661	73631.94718	135632.7826	135556.9479	282895.6899	133067.0656	224364.5906		150102.1974	71282.23038		256659.7838	215877.8226	114899.875	120471.0526	98254.85638
M275T270_2	275.1606738	269.567928	1094309.127	940795.8294	380615.5011	852535.9494	1800471.777	682054.7607	631763.4501	1040965.489	537183.3196	412962.9817	562249.7926	1807305.001		989537.6851		481416.7479	644500.2617	195689.9999	1303916.935		348792.6169		780842.43	1181474.173	454476.861	1002186.638	265948.48	352881.1148	506321.5377	1186681.194	876966.786	825694.0052	236373.07	1092314.183		182967.2547	102018.1559
M275T278	275.1859538	278.454156		4254936.054	15841043.71		8511822.24	5179644.987	13141168.52	6862613.969	5339755.655	4203660.055	1969726.526	11995242.41	4369229.408	10233124.09	3742465.833	4301445.461	6739211.925	3064285.783	8377854.668	7445892.223	5128007.297		8105504.144	12989049.91	5062472.064	4562217.13	2209372.41	4937833.466	8324308.835	4051248.83	11760008.34		5712017.9	12511552.64	8120910.003	1803299.865	
M275T63_3	275.1972757	62.501892			89916.5996	176279.2783	283203.544	203744.7246	490394.0105	219435.6692	203136.0028	241132.4834		279360.0666	154824.3435	123529.6924	51431.19405	34226.26635	222225.8188	75321.90498	535097.0094	99501.665	80436.47628	78337.97126	92257.404	342373.1802	54050.24632	183301.6655	76576.73236	421658.0443	105292.9209	161866.7205		145188.6647	86555.71506		385569.1104	47244.52139	33301.42511
M276T779_2	275.9508337	779.1108	50620.74819	98953.08973	76157.36557		178443.7844		178493.2505	124733.6312	95152.46384		106301.9854	134538.8594	22203.13858	118670.7262	81934.32883		84168.48113	24619.41672	70862.66863	181423.5484	84040.63033	177406.5219	112142.6214	119320.4403	114256.9288	109848.9526	91906.96752		40894.13319	107140.8056	63018.96792	91641.29464	71208.78313	80640.4761	112994.8572	113811.1013	154541.4266
M276T255	276.1448792	254.797107	3940006.19	4169050.154	4320995.997	8507926.231	17758844.2	6776230.667		16345403	19888898.86		9108574.418	26581669.57	5287797.502	11127577.29	4391257.138	6208767.616	8754756.098	3587259.164	9728416.916	3776129.464	3211709.062	2815880.883		14011933.35	4578174.462	10619324.02	2333880.247	8934538.534		14549233.54		5635363.56	5750085.418	13245340.53	13399704.5	3165041.443	829342.7946
M276T48_1	276.1559977	47.5637694	375110.1766	676936.2385	508202.3037	268536.0768	297214.5189	193831.7797		435086.1194	455183.6304		388099.0233	271730.2458	556217.4853	725784.5541	1071368.843	392365.6598	219798.2969	432393.7494	119346.4184	251050.5603	528838.0539	314734.3756	257160.2635	807370.3439	691839.2114	1007896.087	61016.03196		947650.372		559221.5231	730077.8525	1543858.506		540516.047	1010727.78	810824.2071
M276T226_2	276.1813489	226.288692	384141.7903	258529.4403	211576.0776	707089.0496	754581.666	166330.0662	1586656.672	1085909.594	793745.4701	316629.9653	403747.5155	865453.2283	426765.5462	993973.0023	461337.9264	258949.0795	908311.2583		598748.8188	390305.2694	242242.8865		516209.5754	903097.5944		311724.6931		396777.3823	533321.0806	645226.9755	1200609.44	394736.9582	359625.3306	969327.1772	1248005.907		48976.71001
M277T244_2	277.1169918	243.852804	999675.6281	1665265.238	1496618.824	1808969.705	2506923.127	6023707.153	1953174.158	1510860.888	2407281.549	3082752.466	2149747.528	6875983.36	2513614.527	3335683.297	777680.1372	1451411.109	1726442.098	1659463.072	2024275.535	2253067.277	1280660.824	719953.8574	5369633.119	2722410.79	1082930.208		1501657.217	1732840.079	2659537.295	2396966.145				4101821.91	1746434.98	875673.7651	
M277T237	277.1289707	236.854566	368279.2886	523695.8268	958140.6838	1130544.136	2119930.394	1303298.462	1540188.009	988568.9322	1624713.1	1183248.523	635607.0288	2120651.248	872044.1029	1530391.875	685939.8961	479520.9258	1734972.615	500517.1657	1736649.722	709940.0358	426412.859	402674.6974	740841.8331	1987483.406	998400.4813	1931664.762	704335.4101	1783207.442	1074777.019					2695043.105		374821.9939	158423.2913
M278T40	278.2081572	40.4226048	24635.51045	54869.02176	15505.79884	26615.00855	61125.6256	29723.7742	18205.63034	29526.35179	40606.43055	24977.63435	32971.71841	70668.75695	22601.00183	62276.99134		27823.36638	26692.56582	19954.59612	28591.21003	20035.12977	18299.58929		37654.75634	45441.70826	22946.91524	33631.72309	26257.9587	26593.76205	31682.81675	45970.00502	73471.9748	31760.91572		40538.44821	81094.89832		
M279T46_1	278.8704501	46.1552886	1043625.87	906243.5776	240556.2828	369551.4441	185860.1768	432982.2157	1231781.446	62390.03619	182589.9549	142105.4178	398887.6458	351239.731	436383.5304	1670382.139		472785.9925	131242.6643	433569.2124	334624.8862	117239.2842	144943.33	391675.1537	1128829.195		358147.6304	194246.0631	152288.5971		427043.5455	197970.5831	2182232.648		159316.2686	211333.2112		189502.1451	390644.9513
M279T293	279.1597208	292.547538	2175230.651	2851852.047	1490881.492	24014806.66	4612624.024	1675995.944	3564287.085	3006769.946	4257697.375	2616759.872		4496084.92		7641301.271	4070097.947	1410623.456	8324808.136	2435166.147		4784503.011	4504896.992			6680535.877	3248396.065	4864796.439	4123391.3	9143108.418	19704936.01	14883318.35	96360646.35	56912504.52	38911485.1	16088592.5	167399305.3	4842528.253	945447.4003
M281T43	280.9286095	42.8501622	59909.56762	66751.98113	768733.1619	104618.3403	323851.3922	221569.1045		180584.5184	254975.9611	113187.4432	237379.1797		487293.0075		509607.9091	396342.6699	250854.2517	645384.0528	555061.6591		553558.1526	194776.213	47895.16324	828646.1806	743628.3613	345499.53	478163.8453	1052876.992	399671.1796	570630.1636		961206.9361	549501.8398	376375.4893	509358.2837	975082.0472	357707.4645
